"","score","text","level.score","level.text"
"5111", -1," dont forget guns were banned in the uk but it didnt stop the ira did it ",Negative,NA
"5112",  0," yeah well all be reflecting on how to get your ass impeached",Neutral,NA
"5113",  0," you lieyou trust putins word over our own countrys intelligence agencies you are a liar and a coward not to impose sanctions",Neutral,NA
"5114",  2," barack obama the last true president of the united states",Positive,NA
"5115", -1," im reflecting on the days when we didnt have a malignant narcissist as potus",Negative,NA
"5116", -1,"  russia if your listening find the emailsmade gop gross old perverts i grabbem by the genitalsmake fun of handicapcurse in speeches in front of kidsinsult name call  body shamelie tax release mexico pesos better healthcare no golfnow  arrestedguiltywtfu usa ",Negative,NA
"5117", -3," boy oprah would annihilate you go sit down",Negative,NA
"5118", -3," said the most insecure man to ever hold the office of the president youre a fucking disgrace resign impeachtrump thamendment mentallyunfit worstpresidentever",Negative,NA
"5119",  0," reflective  lmao this word is not in your vocabulary  youre a vile selfcentered piece of garbage",Neutral,NA
"5120",  0," cut more taxes and get your government into more debts that china finances and yet deal with another gvt shutdown  arent the us government shutdowns all about money  it cannot function without it  and where does the money come from besides the nra",Neutral,NA
"5121",  3," yes reflect on what it would be like to have a great president today ",Positive,NA
"5122",  1," itd be nice if you had a reflective and not reflexive presidents day",Positive,NA
"5123",  3,"  pound genius sitting in bed and playing with his computer well what do you know replace the word genius with festering sack of pustulant shit and you will have described yourself beautifully",Positive,NA
"5124",  0," why cant i see the replies",Neutral,NA
"5125",  2," we know youre paying tribute to putin your main man",Positive,NA
"5126",  0," and the republicans",Neutral,NA
"5127",  2," presidentsday maga wethepeople support our president ",Positive,NA
"5128",  1," were reflecting on how the hell you got here hope we can do better next time",Positive,NA
"5129",  2," i hope and pray that  years from now you will be a  sentence mention in history bookspsychopath in wh for  dsys",Positive,NA
"5130", -2," yes you need to reflect on the damage you are doing reflect on losing reflect on your future out of the white house trumpfail",Negative,NA
"5131",  4," resign then well have a real national holiday the world will celebrate",Positive,NA
"5132",  1," and shed still be better than you sir",Positive,NA
"5133",  6," happy presidents day mr trump im so happy that we finally have real leadership in the white house",Positive,NA
"5134",  0," what does weight have to do with anything",Neutral,NA
"5135",  2," most kids dont watch so many hours of tv and youre the president school children murdered russia attacked the democratic process and you are tweeting about a tv show",Positive,NA
"5136",  1," eat shit you dont deserve to even scrub the toilets in the white house you are the biggest disgrace this nation has ever seen",Positive,NA
"5137",  1," kay in the usa are you blind if not your a big  reason the usa is as fractured as it is  if you cant see the truth about hillary clinton how she connived to rig the elections in her life favor and how she lied and tried to decieve people obiviously you have been brainwashed",Positive,NA
"5138", 11," happy president day to my hero my great promise keeper the one who loves family and america thank you president trump thank you mrs melania donericivankabarrontiffany  this is a great day ",Positive,NA
"5139",  0," all of us that have said the sky is blue and were called a liar because it was a cloudy day are really getting frustrated one of our cognitively challenged or more than one might just go off and lose their right breast of their mind do something please",Neutral,NA
"5140", -5," you gotta be kidding  she would kick your ass up and down fifth avebuy your buildingevict you oh wait a minutealmost forgot mueller is going to evict you from your currentvery temporary residence",Negative,NA
"5141", -2," shut up and resign you fraud",Negative,NA
"5142",  5," youre the best  ever glory be to jesus foreverthank you so much for all you and your precious family have done and will do for the usayou are godsplan for the usa for its good",Positive,NA
"5143", -1," you are the insecure one presidentjackass",Negative,NA
"5144",  0," how much spare time do you have",Neutral,NA
"5145",  0," youre so jealouson so many levels  hahahahahaha",Neutral,NA
"5146",  0," the facts were incorrect thats rich coming from you  over  incorrect statementstweetslies in the first year ",Neutral,NA
"5147",  0," but youre not a true president you stole the election you didnt win and youre trying to destroy our country to your gain notmypresident",Neutral,NA
"5148",  0," you are exhausting cant stand you",Neutral,NA
"5149",  1," yep and your not part of it your  not  and your not included in the ",Positive,NA
"5150",  4," happy presidents day captain  wishing you and your family well",Positive,NA
"5151",  1," you can thank russia russianadoption",Positive,NA
"5152", -4," what the actual fuck there are dead children and teachers and youve literally done nothing about it but pose with your fucking thumb up fuck you",Negative,NA
"5153",  0," cant you give it a rest oh speaking of arrest",Neutral,NA
"5154", -1," what should we reflect onthe complete lunacy over the past yeareveryone is doing that",Negative,NA
"5155",  1," happy not my presidents day ",Positive,NA
"5156",  4," i thought you wanted her to be your vice president and that youre a big fan of hers seems like youre insecure cause you know oprah would wreck you if she ran the next election focus on doing youre job you work for us now do your job and do it right",Positive,NA
"5157",  0," stop touting for your friends surely thats illegal crookedtrump",Neutral,NA
"5158",  1," take your own advice",Positive,NA
"5159", -2," have a great day in the wake of the school shooting in florida what the hells the matter with you you r evil",Negative,NA
