"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
 -4," you sound like a fool you dont see hillary or the fbi going on twitter rants to try to deflect blame only guilty people do that you are on your way out resign now and avoid being impeached",Negative,
  1," really just stop tweeting",Positive,
  3," no disrespect sir but where is the investigation into the real crimes  special counsel",Positive,
  1," why anyone with mcmasters creed would work for you baffles me to have someone of your low intellect correct him  must go up his ass a mile",Positive,
  1," where is the proof that the results of the  election were not impacted  there is no proof and there never will be",Positive,
  2," i call bs comrade cadetbonespurswe are still under live hostile foreign attack congress passed bipartisan sanctions to protect us and yet you provide comfort and aid to our attackers",Positive,
 -1," he didnt forget to say anything because the recent indictments are only the beginning and the investigation is far from over",Negative,
  0," stop trying to divert attention your guilt is impliedstop talking about hrb and others  no crimes there and you know ityou are president shape up or ship out tiny",Neutral,
  1," you are such a child",Positive,
 -1," dont worry mr president we are not forgettingjust waiting to see some specific prosecutions and punishment for the crimes you listed",Negative,
  0," muelleriscoming ",Neutral,
  2," mainstream media is making themselves look like idiots for not reporting the truth with facts",Positive,
 -3," instead of tweeting about mcmaster why dont you condemn russia and say you are going to impose sanctions you are a pathetic embarrassment to america this is why they wanted you to win you are weak and soft and too stupid to know what to focus on",Negative,
  1," i bet every single one of those likes was from a russian bot or at least i hope so",Positive,
  1," keep convincing yourself  hahahahahahahaha trumpinstripes",Positive,
  0," you truly are insane",Neutral,
 -4," can someone find this jerk another prostitute to distract him so he doesnt kill is all",Negative,
 -2," just wait  this is going to get a lot worse for you before it gets better russias interference in our elections was designed to cause disruption and allow a jackass like you  putins puppet   to be elected potus",Negative,
  0," russia russia russiathose three words will be my political tombstone  maga",Neutral,
  1," thank you praying for you",Positive,
  0," youranidiot",Neutral,
  0," theyre coming to get you barbara",Neutral,
  0," youre totally out of control if those presidential shoes are too big for you to fill step aside and let somebody that can fill them do it",Neutral,
  2," how about the trump tower meeting",Positive,
  0," you do know that mueller knows everything",Neutral,
  0," russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow russiansanctionsnow",Neutral,
  0," bobmuelleriscoming is closer for more indictments and he will find u guilty for collusion obstruction of justice money laundering you have gotten away from these crimes for many years but no more",Neutral,
  0," sounds like hannitys lying  dialog",Neutral,
 -2," he didnt forget you idiot  he didnt say it cause its not true",Negative,
 -4," you r mentally insaneu need helpnot fuxxking everything is about uhow can u turn  deads into something about ugo fuck a porn star and get ur mind off stupid shit",Negative,
  0," youre shitting yourself admit it muellers coming for you",Neutral,
  0," putinspuppet",Neutral,
 -3," youre missing the point you moron it does not matter that what they did didnt change the election the point is they did meddle in our election process and you are not enforcing the russian sanctions",Negative,
  0," uh oh looks like mcmaster is on the shit list",Neutral,
  0," tick tock donnie muellers coming for you",Neutral,
  0," sotell us why you havent instigated the sanctions on russia you now have evidence they interfered with the usa democratic election processsurely now is the time to impose sanctions no why not donnie",Neutral,
