Sentiment_Score,Tweets,Sentiment_level.score
3, hypocrisy at its best my wife hostage official celebration pretext i do it often to gather at wh a full bunch of people supposed to be there willingly or not my enemies know its fake but just to feed my base i like to grab them by their brainsthey just let me enjoy,Positive
9, wow it is so good to hear a president of america talk about equality and freedom again from his heart those are healing words that serve to bring us together again like lincoln and martin luther king did years agoso good,Positive
3, good on you president trump it is so true we all are gods creation,Positive
0, except for inequality in paywomen own lesson a wholewe want equal payera,Neutral
0, how do you want to proclaim me hurry up,Neutral
0,  you didnt let them rent your properties why was that then,Neutral
-3, mr donald fake you hate african  black peoplethats true,Negative
-3, every black person who took part in this charade should be ashamed of themselves,Negative
3, if only you could show that much pretend love to actual africans as much as you dont the american version of them even though i am not convinced i appreciate your effortsthat is if you did write this,Positive
1, you are hilarious,Positive
-4, stop faking you fucking prick give a shit about afroamerican alives trumcp true male chauvinistic pig,Negative
0, hypocrit mlk jr would march for your impeachment i highly doubt he is proud of you i dont hear anything youre saying about african american history this was written for you,Neutral
1, really  trump is full of shit ,Positive
1, pastor billy graham said simon from cyrene is african as they led him away they seized simon from cyrene who was on his way in from the country and put the cross on him and made him carry it behind jesus luke  ,Positive
0, you did not write that xd,Neutral
1, trump must be on a real pr kick he said african americans instead of ni,Positive
0, is there any different european american and african american,Neutral
3, unite america lets work together for our mutual good the color of our skin should not divide us we are one people,Positive
-2, you dont give a flying fuck about african americans why dont you just stop pretending and tell us all how you really feel fucking asshole,Negative
0, racist i think not and not because of this speech  our  is an equal opportunity offender lol,Neutral
1, they like him you know  instead of platitudes read obummer hes actually getting their jobs back,Positive
-1, im surprised you could find any black people that would show up to an event that you attend,Negative
2, how can you be more free than free,Positive
4, im not myopic so i clearly see that there still is racism on both sides but because of the fortitude of afro americans promoting equality of civil rights weve come a long way,Positive
-4,  day youll be out of the wh walls  real people will be in your orbit again id start worrying about that now if i were you unhappiness in this country is increasing daily  you are being blamed i cant wait to see you on trial for multiple counts of rape  assault,Negative
-1, youre so full of shit who do you think youre kidding we all know what a bigot you areunless the cameras are rolling,Negative
2, god you are just so full of shit,Positive
3, best thing about trump is hes all hedgerow he loves pussy and because of that hes worth a damn it makes up for a lot of his other screwups,Positive
3, thank you but lets be kind to the dreamers make citizenship as easy as online classes passing the test and waving flags at courthouse,Positive
